word,word type,word list,school code,total features,total features 2,subject list,average,average2
dither,verb,wl16b,3,202,197,67,3.014925373,2.940298507
divide,verb,wl22b,3,478,390,69,6.927536232,5.652173913
doe,noun,wl22a,3,894,540,60,14.9,9
dollar,noun,wl12,3,864,870,76,11.36842105,11.44736842
don't,verb,wl16a,3,709,724,67,10.58208955,10.80597015
done,adjective,wl15b,3,287,286,93,3.086021505,3.075268817
dots,noun,wl21b,3,952,926,76,12.52631579,12.18421053
downstairs,adjective,wl12,3,263,264,76,3.460526316,3.473684211
dream,noun,wl25a,3,882,689,64,13.78125,10.765625
drip,noun,wl24a,3,570,573,67,8.507462687,8.552238806
drug,noun,wl23b,3,487,490,71,6.85915493,6.901408451
dull,adjective,wl12,3,395,396,76,5.197368421,5.210526316
dust,noun,wl18b,3,692,680,87,7.954022989,7.816091954
early,adjective,wl13,3,841,841,71,11.84507042,11.84507042
earring,noun,wl24b,3,522,522,60,8.7,8.7
earth,noun,wl12,3,406,409,76,5.342105263,5.381578947
east,adjective,wl11,3,365,358,71,5.14084507,5.042253521
egg,noun,wl12,3,959,703,76,12.61842105,9.25
eggs,noun,wl22a,3,666,603,60,11.1,10.05
elect,verb,wl17b,3,613,574,76,8.065789474,7.552631579
electric,adjective,wl15a,3,779,644,96,8.114583333,6.708333333
emotion,noun,wl15b,3,602,594,93,6.47311828,6.387096774
empty,adjective,wl17a,3,393,387,76,5.171052632,5.092105263
end,noun,wl18a,3,977,949,87,11.22988506,10.90804598
enemy,noun,wl20b,3,1169,1152,96,12.17708333,12
england,noun,wl18a,3,1323,1328,87,15.20689655,15.26436782
ethics,noun,wl25b,3,444,448,66,6.727272727,6.787878788
eureka,other,wl20a,3,328,329,60,5.466666667,5.483333333
evil,adjective,wl17a,3,705,643,76,9.276315789,8.460526316
example,noun,wl16a,3,984,974,67,14.68656716,14.53731343
excited,adjective,wl24a,3,238,532,67,3.552238806,7.940298507
exhale,verb,wl20b,3,617,617,96,6.427083333,6.427083333
exhort,verb,wl12,3,288,289,76,3.789473684,3.802631579
exit,noun,wl23a,3,1180,1163,67,17.6119403,17.35820896
expensive,adjective,wl12,3,444,448,76,5.842105263,5.894736842
experiment,noun,wl11,3,833,839,71,11.73239437,11.81690141
explain,verb,wl22a,3,387,388,60,6.45,6.466666667
explode,verb,wl21a,3,312,310,68,4.588235294,4.558823529
explosion,noun,wl17b,3,727,736,76,9.565789474,9.684210526
facet,noun,wl24a,3,601,595,67,8.970149254,8.880597015
fail,verb,wl25a,3,702,715,64,10.96875,11.171875
failure,noun,wl24b,3,485,442,60,8.083333333,7.366666667
faint,adjective,wl11,3,593,604,71,8.352112676,8.507042254
fair,adjective,wl16b,3,586,581,67,8.746268657,8.671641791
fallacy,noun,wl23b,3,193,195,71,2.718309859,2.746478873
false,adjective,wl20b,3,800,1173,96,8.333333333,12.21875
family,noun,wl23b,3,941,944,71,13.25352113,13.29577465
far,other,wl15b,3,504,500,93,5.419354839,5.376344086
farm,noun,wl23b,3,1493,553,71,21.02816901,7.788732394
father,noun,wl15b,3,856,664,93,9.204301075,7.139784946
fbi,noun,wl15a,3,655,656,96,6.822916667,6.833333333
feet,noun,wl11,3,578,576,71,8.14084507,8.112676056
fiance,noun,wl25a,3,378,381,64,5.90625,5.953125
fifty,other,wl11,3,324,317,71,4.563380282,4.464788732
find,verb,wl17b,3,372,367,76,4.894736842,4.828947368
finish,verb,wl21a,3,637,638,68,9.367647059,9.382352941
first,adjective,wl18a,3,558,472,87,6.413793103,5.425287356
fist,noun,wl15a,3,1054,1054,96,10.97916667,10.97916667
fitting,adjective,wl21b,3,325,327,76,4.276315789,4.302631579
five,other,wl20b,3,1057,1044,96,11.01041667,10.875
flasher,noun,wl23b,3,379,381,71,5.338028169,5.366197183
flirt,verb,wl13,3,403,404,71,5.676056338,5.690140845
floorshow,noun,wl15b,3,300,300,93,3.225806452,3.225806452
flop,noun,wl16b,3,618,483,67,9.223880597,7.208955224
flowers,noun,wl13,3,600,588,71,8.450704225,8.281690141
flute,noun,wl13,3,1084,1087,71,15.26760563,15.30985915
fly,verb,wl13,3,344,342,71,4.845070423,4.816901408
folder,noun,wl12,3,371,371,76,4.881578947,4.881578947
food,noun,wl17a,3,488,485,76,6.421052632,6.381578947
forceful,adjective,wl22a,3,281,285,60,4.683333333,4.75
foresight,noun,wl20b,3,647,645,96,6.739583333,6.71875
fork,noun,wl16a,3,746,746,67,11.13432836,11.13432836
formal,adjective,wl25b,3,254,259,66,3.848484848,3.924242424
fortune,noun,wl16a,3,675,658,67,10.07462687,9.820895522
found,verb,wl12,3,568,553,76,7.473684211,7.276315789
fox,noun,wl26a,3,484,484,60,8.066666667,8.066666667
france,noun,wl11,3,1084,1085,71,15.26760563,15.28169014
frankenstein,noun,wl13,3,527,448,71,7.422535211,6.309859155
freestyle,adjective,wl26a,3,350,349,60,5.833333333,5.816666667
friend,noun,wl16b,3,683,617,67,10.19402985,9.208955224
frightened,verb,wl13,3,845,843,71,11.90140845,11.87323944
fruit,noun,wl18a,3,326,326,87,3.747126437,3.747126437
fudge,verb,wl22a,3,532,533,60,8.866666667,8.883333333
full,adjective,wl17a,3,1120,1092,76,14.73684211,14.36842105
fun,noun,wl22b,3,654,655,69,9.47826087,9.492753623
funny,adjective,wl18a,3,613,614,87,7.045977011,7.057471264
furniture,noun,wl17b,3,1606,1612,76,21.13157895,21.21052632
fury,noun,wl22b,3,286,285,69,4.144927536,4.130434783
gain,verb,wl15b,3,660,650,93,7.096774194,6.989247312
gamble,verb,wl21b,3,846,653,76,11.13157895,8.592105263
game,noun,wl18a,3,1138,1127,87,13.08045977,12.95402299
gas,noun,wl23b,3,1196,1179,71,16.84507042,16.6056338
gather,verb,wl20a,3,542,404,60,9.033333333,6.733333333
general,adjective,wl20a,3,664,664,60,11.06666667,11.06666667
ghetto,noun,wl21b,3,450,445,76,5.921052632,5.855263158
ghost,noun,wl12,3,738,635,76,9.710526316,8.355263158
gift,noun,wl22b,3,1062,1053,69,15.39130435,15.26086957
gin,noun,wl25a,3,329,329,64,5.140625,5.140625
girls,noun,wl23b,3,573,575,71,8.070422535,8.098591549
glad,adjective,wl11,3,280,281,71,3.943661972,3.957746479
glass,noun,wl21a,3,757,751,68,11.13235294,11.04411765
gloves,noun,wl11,3,618,616,71,8.704225352,8.676056338
goal,noun,wl16a,3,392,392,67,5.850746269,5.850746269
goblet,noun,wl17b,3,382,383,76,5.026315789,5.039473684
god,noun,wl16a,3,872,869,67,13.01492537,12.97014925
gold,noun,wl21b,3,882,869,76,11.60526316,11.43421053
gone,adjective,wl13,3,608,599,71,8.563380282,8.436619718
government,noun,wl22b,3,1359,1364,69,19.69565217,19.76811594
grab,verb,wl11,3,259,255,71,3.647887324,3.591549296
graduation,noun,wl15b,3,1058,1066,93,11.37634409,11.46236559
graph,noun,wl18b,3,1006,750,87,11.56321839,8.620689655
grass,noun,wl11,3,1140,1151,71,16.05633803,16.21126761
grave,adjective,wl21a,3,372,371,68,5.470588235,5.455882353
grease,noun,wl25a,3,443,444,64,6.921875,6.9375
great,adjective,wl17a,3,650,637,76,8.552631579,8.381578947
greed,noun,wl26a,3,617,625,60,10.28333333,10.41666667
green,adjective,wl23b,3,1231,1231,71,17.33802817,17.33802817
groceries,noun,wl16a,3,483,477,67,7.208955224,7.119402985
gross,adjective,wl17a,3,539,543,76,7.092105263,7.144736842
grown,verb,wl18a,3,354,357,87,4.068965517,4.103448276
guess,verb,wl17a,3,941,942,76,12.38157895,12.39473684
guilt,noun,wl24a,3,973,580,67,14.52238806,8.656716418
gum,noun,wl24b,3,949,952,60,15.81666667,15.86666667
gun,noun,wl11,3,1341,1336,71,18.88732394,18.81690141
hallway,noun,wl13,3,619,462,71,8.718309859,6.507042254
happy,adjective,wl22a,3,982,978,60,16.36666667,16.3
harbor,noun,wl22a,3,328,328,60,5.466666667,5.466666667
hard,adjective,wl13,3,521,518,71,7.338028169,7.295774648
harvest,noun,wl21b,3,784,784,76,10.31578947,10.31578947
hate,verb,wl20a,3,266,267,60,4.433333333,4.45
have,verb,wl21b,3,642,627,76,8.447368421,8.25
hay,noun,wl26a,3,885,892,60,14.75,14.86666667
health,noun,wl13,3,540,504,71,7.605633803,7.098591549
heave,noun,wl20b,3,306,301,96,3.1875,3.135416667
heavy,adjective,wl23b,3,1134,1128,71,15.97183099,15.88732394
held,verb,wl12,3,789,780,76,10.38157895,10.26315789
hell,noun,wl22b,3,949,955,69,13.75362319,13.84057971
hello,other,wl20a,3,369,369,60,6.15,6.15
high,adjective,wl26a,3,1089,499,60,18.15,8.316666667
higher,adjective,wl24b,3,480,465,60,8,7.75
him,other,wl24b,3,356,357,60,5.933333333,5.95
hint,noun,wl15b,3,924,920,93,9.935483871,9.892473118
hit,verb,wl22b,3,944,942,69,13.68115942,13.65217391
hole,noun,wl23a,3,1050,1032,67,15.67164179,15.40298507
holiday,noun,wl11,3,522,432,71,7.352112676,6.084507042
home,noun,wl22a,3,457,457,60,7.616666667,7.616666667
homework,noun,wl21b,3,880,886,76,11.57894737,11.65789474
honest,adjective,wl22b,3,404,358,69,5.855072464,5.188405797
honor,noun,wl25b,3,689,687,66,10.43939394,10.40909091
horn,noun,wl24b,3,760,758,60,12.66666667,12.63333333
hostess,noun,wl13,3,678,682,71,9.549295775,9.605633803
hot,adjective,wl22b,3,360,357,69,5.217391304,5.173913043
hotel,noun,wl18a,3,413,413,87,4.747126437,4.747126437
hours,noun,wl12,3,1234,1189,76,16.23684211,15.64473684
house,noun,wl24b,3,1147,1136,60,19.11666667,18.93333333
hurricane,noun,wl12,3,1177,1175,76,15.48684211,15.46052632
huts,noun,wl11,3,421,423,71,5.929577465,5.957746479
hymn,noun,wl17b,3,363,361,76,4.776315789,4.75
ill,adjective,wl13,3,330,331,71,4.647887324,4.661971831
important,adjective,wl24a,3,327,306,67,4.880597015,4.567164179
increase,noun,wl24a,3,560,566,67,8.358208955,8.447761194
indoors,noun,wl25b,3,470,441,66,7.121212121,6.681818182
inexpensive,adjective,wl12,3,302,309,76,3.973684211,4.065789474
inferior,adjective,wl11,3,599,601,71,8.436619718,8.464788732
inhale,verb,wl20b,3,346,346,96,3.604166667,3.604166667
innocent,adjective,wl12,3,296,300,76,3.894736842,3.947368421
interlace,verb,wl25b,3,205,204,66,3.106060606,3.090909091
investor,noun,wl21b,3,798,802,76,10.5,10.55263158
irregular,adjective,wl16b,3,744,741,67,11.10447761,11.05970149
island,noun,wl16b,3,868,865,67,12.95522388,12.91044776
it,other,wl13,3,389,380,71,5.478873239,5.352112676
jane,noun,wl20a,3,715,704,60,11.91666667,11.73333333
japan,noun,wl11,3,819,820,71,11.53521127,11.54929577
job,noun,wl25b,3,549,542,66,8.318181818,8.212121212
join,verb,wl13,3,540,535,71,7.605633803,7.535211268
juice,noun,wl22a,3,702,689,60,11.7,11.48333333
jump,noun,wl16b,3,818,801,67,12.20895522,11.95522388
jungle,noun,wl12,3,822,823,76,10.81578947,10.82894737
juvenile,adjective,wl24a,3,637,627,67,9.507462687,9.358208955
kidnap,verb,wl26a,3,621,599,60,10.35,9.983333333
kids,noun,wl17a,3,400,403,76,5.263157895,5.302631579
killer,noun,wl24b,3,530,489,60,8.833333333,8.15
kiss,noun,wl22b,3,591,530,69,8.565217391,7.68115942
kitchen,noun,wl15b,3,644,591,93,6.924731183,6.35483871
knife,noun,wl22a,3,1201,1206,60,20.01666667,20.1
lace,noun,wl20b,3,384,382,96,4,3.979166667
ladder,noun,wl23b,3,613,614,71,8.633802817,8.647887324
lady,noun,wl16a,3,1118,1114,67,16.68656716,16.62686567
lake,noun,wl25b,3,1126,1139,66,17.06060606,17.25757576
language,noun,wl23a,3,740,740,67,11.04477612,11.04477612
lapse,noun,wl16b,3,384,384,67,5.731343284,5.731343284
large,adjective,wl15a,3,650,652,96,6.770833333,6.791666667
last,adjective,wl13,3,641,629,71,9.028169014,8.85915493
later,other,wl13,3,295,292,71,4.154929577,4.112676056
lawn,noun,wl17a,3,3630,668,76,47.76315789,8.789473684
lawyer,noun,wl21a,3,1331,1343,68,19.57352941,19.75
leaf,noun,wl13,3,1265,773,71,17.81690141,10.88732394
learn,verb,wl13,3,311,311,71,4.38028169,4.38028169
leather,noun,wl20a,3,1071,1063,60,17.85,17.71666667
leery,adjective,wl15b,3,261,252,93,2.806451613,2.709677419
legend,noun,wl25b,3,1068,632,66,16.18181818,9.575757576
legs,noun,wl18b,3,1174,638,87,13.49425287,7.333333333
less,adjective,wl17b,3,708,700,76,9.315789474,9.210526316
lesson,noun,wl24b,3,818,582,60,13.63333333,9.7
let,verb,wl24a,3,392,385,67,5.850746269,5.746268657
letters,noun,wl13,3,889,878,71,12.52112676,12.36619718
level,noun,wl11,3,613,599,71,8.633802817,8.436619718
life,noun,wl24b,3,602,589,60,10.03333333,9.816666667
light,noun,wl23a,3,621,609,67,9.268656716,9.089552239
lightning,noun,wl18a,3,1197,1191,87,13.75862069,13.68965517
like,other,wl15b,3,703,700,93,7.559139785,7.52688172
line,noun,wl16b,3,1274,1260,67,19.01492537,18.80597015
lion,noun,wl17a,3,1291,1298,76,16.98684211,17.07894737
little,adjective,wl24b,3,740,732,60,12.33333333,12.2
logarithm,noun,wl22b,3,194,194,69,2.811594203,2.811594203
lonely,adjective,wl13,3,1006,470,71,14.16901408,6.61971831
looks,verb,wl16b,3,846,860,67,12.62686567,12.8358209
loose,adjective,wl24a,3,687,448,67,10.25373134,6.686567164
lost,adjective,wl17a,3,519,522,76,6.828947368,6.868421053
lot,noun,wl25a,3,681,577,64,10.640625,9.015625
lovesick,adjective,wl15a,3,837,849,96,8.71875,8.84375
low,adjective,wl15a,3,965,947,96,10.05208333,9.864583333
lunch,noun,wl25b,3,579,509,66,8.772727273,7.712121212
machine,noun,wl16b,3,631,629,67,9.417910448,9.388059701
mail,noun,wl13,3,886,622,71,12.47887324,8.76056338
marionette,noun,wl22b,3,276,268,69,4,3.884057971
marker,noun,wl16a,3,665,567,67,9.925373134,8.462686567
market,noun,wl12,3,960,958,76,12.63157895,12.60526316
marriage,noun,wl21a,3,1063,1064,68,15.63235294,15.64705882
marry,verb,wl18a,3,483,486,87,5.551724138,5.586206897
maze,noun,wl17a,3,346,343,76,4.552631579,4.513157895
me,other,wl25a,3,976,433,64,15.25,6.765625
medieval,adjective,wl23a,3,269,273,67,4.014925373,4.074626866
meet,verb,wl12,3,518,517,76,6.815789474,6.802631579
men,noun,wl23b,3,403,407,71,5.676056338,5.732394366
menace,noun,wl18a,3,348,337,87,4,3.873563218
messy,adjective,wl22a,3,543,544,60,9.05,9.066666667
metal,noun,wl17b,3,1308,1311,76,17.21052632,17.25
middle,adjective,wl22a,3,583,566,60,9.716666667,9.433333333
millionth,adjective,wl18b,3,285,284,87,3.275862069,3.264367816
millipede,noun,wl25b,3,419,421,66,6.348484848,6.378787879
mind,noun,wl25a,3,912,914,64,14.25,14.28125
minimum,noun,wl16a,3,538,539,67,8.029850746,8.044776119
minus,other,wl20a,3,550,541,60,9.166666667,9.016666667
minute,noun,wl18b,3,1197,534,87,13.75862069,6.137931034
mistake,noun,wl26a,3,908,917,60,15.13333333,15.28333333
misunderstand,verb,wl18a,3,416,383,87,4.781609195,4.402298851
mixture,noun,wl23a,3,535,533,67,7.985074627,7.955223881
mob,noun,wl13,3,1186,1186,71,16.70422535,16.70422535
mold,noun,wl11,3,347,347,71,4.887323944,4.887323944
monthly,adjective,wl17b,3,4552,458,76,59.89473684,6.026315789
moon,noun,wl24b,3,1513,596,60,25.21666667,9.933333333
more,adjective,wl25b,3,548,546,66,8.303030303,8.272727273
morning,noun,wl11,3,746,760,71,10.50704225,10.70422535
motel,noun,wl13,3,467,465,71,6.577464789,6.549295775
motion,noun,wl22a,3,218,220,60,3.633333333,3.666666667
mountain,noun,wl16b,3,869,873,67,12.97014925,13.02985075
mountains,noun,wl13,3,727,640,71,10.23943662,9.014084507
mouse,noun,wl18b,3,1194,1112,87,13.72413793,12.7816092
movie,noun,wl24a,3,1109,1103,67,16.55223881,16.46268657
multiply,verb,wl11,3,630,630,71,8.873239437,8.873239437
murderer,noun,wl26a,3,546,498,60,9.1,8.3
music,noun,wl12,3,553,471,76,7.276315789,6.197368421
mustache,noun,wl17b,3,458,462,76,6.026315789,6.078947368
nail,noun,wl22b,3,1172,1174,69,16.98550725,17.01449275
naked,adjective,wl22b,3,647,656,69,9.376811594,9.507246377
narrow,adjective,wl21b,3,689,678,76,9.065789474,8.921052632
native,adjective,wl12,3,297,297,76,3.907894737,3.907894737
nature,noun,wl12,3,1017,1013,76,13.38157895,13.32894737
near,other,wl13,3,299,299,71,4.211267606,4.211267606
neat,adjective,wl24a,3,428,393,67,6.388059701,5.865671642
needle,noun,wl21b,3,392,392,76,5.157894737,5.157894737
negative,adjective,wl25a,3,864,852,64,13.5,13.3125
nerd,noun,wl25a,3,552,563,64,8.625,8.796875
nervous,adjective,wl11,3,1229,1227,71,17.30985915,17.28169014
never,other,wl17b,3,890,914,76,11.71052632,12.02631579
none,noun,wl16b,3,345,291,67,5.149253731,4.343283582
noodles,noun,wl16a,3,1332,1343,67,19.88059701,20.04477612
normal,adjective,wl17b,3,635,634,76,8.355263158,8.342105263
not,other,wl23b,3,447,449,71,6.295774648,6.323943662
nothing,noun,wl23b,3,427,430,71,6.014084507,6.056338028
novel,noun,wl15b,3,959,964,93,10.31182796,10.3655914
novice,noun,wl12,3,468,466,76,6.157894737,6.131578947
numerous,adjective,wl11,3,255,257,71,3.591549296,3.61971831
oats,noun,wl11,3,317,315,71,4.464788732,4.436619718
obey,verb,wl25a,3,406,406,64,6.34375,6.34375
object,noun,wl11,3,281,285,71,3.957746479,4.014084507
obvious,adjective,wl13,3,369,374,71,5.197183099,5.267605634
offense,noun,wl15a,3,1207,1193,96,12.57291667,12.42708333
office,noun,wl25b,3,1344,1347,66,20.36363636,20.40909091
offstage,other,wl17b,3,733,731,76,9.644736842,9.618421053
oil,noun,wl13,3,1017,1005,71,14.32394366,14.15492958
omega,noun,wl12,3,370,365,76,4.868421053,4.802631579
on,other,wl22a,3,828,795,60,13.8,13.25
once,other,wl25b,3,328,326,66,4.96969697,4.939393939
one,adjective,wl11,3,554,549,71,7.802816901,7.732394366
open,adjective,wl24b,3,584,571,60,9.733333333,9.516666667
orgasm,noun,wl18a,3,917,921,87,10.54022989,10.5862069
outdoors,adjective,wl15a,3,647,533,96,6.739583333,5.552083333
overbear,verb,wl16b,3,368,371,67,5.492537313,5.537313433
oxygen,noun,wl23a,3,1210,1199,67,18.05970149,17.89552239
oyster,noun,wl24a,3,5057,463,67,75.47761194,6.910447761
package,noun,wl11,3,900,908,71,12.67605634,12.78873239
panorama,noun,wl15a,3,583,578,96,6.072916667,6.020833333
paper,noun,wl25a,3,1162,539,64,18.15625,8.421875
parent,noun,wl22b,3,1406,1427,69,20.37681159,20.68115942
part,noun,wl25b,3,756,749,66,11.45454545,11.34848485
partial,adjective,wl16b,3,270,270,67,4.029850746,4.029850746
partner,noun,wl13,3,696,687,71,9.802816901,9.676056338
parts,noun,wl17a,3,679,663,76,8.934210526,8.723684211
party,noun,wl21a,3,363,360,68,5.338235294,5.294117647
past,adjective,wl13,3,739,740,71,10.4084507,10.42253521
patient,adjective,wl24a,3,527,526,67,7.865671642,7.850746269
pavement,noun,wl25b,3,792,802,66,12,12.15151515
pedigree,noun,wl11,3,327,326,71,4.605633803,4.591549296
peek,noun,wl11,3,344,339,71,4.845070423,4.774647887
penny,noun,wl16a,3,421,425,67,6.28358209,6.343283582
people,noun,wl23a,3,550,551,67,8.208955224,8.223880597
pepsi,noun,wl18b,3,885,889,87,10.17241379,10.2183908
perfume,noun,wl17b,3,1030,1040,76,13.55263158,13.68421053
period,noun,wl13,3,572,467,71,8.056338028,6.577464789
persuade,verb,wl26a,3,1003,1016,60,16.71666667,16.93333333
phantom,noun,wl11,3,346,342,71,4.873239437,4.816901408
pick,verb,wl17b,3,337,336,76,4.434210526,4.421052632
pickles,noun,wl15a,3,986,993,96,10.27083333,10.34375
picture,noun,wl18b,3,568,484,87,6.528735632,5.563218391
piece,noun,wl21b,3,1095,1055,76,14.40789474,13.88157895
pill,noun,wl21a,3,996,1003,68,14.64705882,14.75
pizza,noun,wl17b,3,1500,1482,76,19.73684211,19.5
plain,adjective,wl13,3,530,502,71,7.464788732,7.070422535
plan,noun,wl25a,3,780,788,64,12.1875,12.3125
plane,noun,wl18b,3,376,378,87,4.32183908,4.344827586
planets,noun,wl21a,3,1129,1136,68,16.60294118,16.70588235
plant,noun,wl22a,3,1273,757,60,21.21666667,12.61666667
play,verb,wl22b,3,760,760,69,11.01449275,11.01449275
pocketbook,noun,wl26a,3,1073,1078,60,17.88333333,17.96666667
poetry,noun,wl15a,3,647,596,96,6.739583333,6.208333333
point,noun,wl13,3,782,539,71,11.01408451,7.591549296
poison,noun,wl26a,3,1215,1222,60,20.25,20.36666667
poker,noun,wl25a,3,393,390,64,6.140625,6.09375
police,noun,wl24b,3,674,614,60,11.23333333,10.23333333
polish,noun,wl23a,3,639,629,67,9.537313433,9.388059701
polite,adjective,wl22b,3,599,605,69,8.68115942,8.768115942
pool,noun,wl21b,3,1131,1126,76,14.88157895,14.81578947
poor,adjective,wl13,3,337,338,71,4.746478873,4.76056338
positive,adjective,wl15b,3,915,904,93,9.838709677,9.720430108
pot,noun,wl16a,3,345,344,67,5.149253731,5.134328358
precise,adjective,wl16a,3,287,292,67,4.28358209,4.358208955
predict,verb,wl13,3,314,315,71,4.422535211,4.436619718
preview,noun,wl18b,3,934,589,87,10.73563218,6.770114943
priceless,adjective,wl23a,3,272,275,67,4.059701493,4.104477612
primate,noun,wl20b,3,323,323,96,3.364583333,3.364583333
prince,noun,wl11,3,1203,1196,71,16.94366197,16.84507042
prisoner,noun,wl24a,3,1129,1133,67,16.85074627,16.91044776
problem,noun,wl23a,3,708,713,67,10.56716418,10.64179104
promote,verb,wl11,3,810,809,71,11.4084507,11.3943662
prospective,adjective,wl17a,3,311,315,76,4.092105263,4.144736842
psycho,noun,wl20a,3,379,381,60,6.316666667,6.35
puff,noun,wl18a,3,327,323,87,3.75862069,3.712643678
puke,noun,wl23b,3,590,590,71,8.309859155,8.309859155
purse,noun,wl16a,3,828,717,67,12.35820896,10.70149254
question,noun,wl20a,3,477,463,60,7.95,7.716666667
quick,adjective,wl17a,3,575,572,76,7.565789474,7.526315789
quiet,adjective,wl11,3,391,389,71,5.507042254,5.478873239
race,noun,wl17a,3,1285,1287,76,16.90789474,16.93421053
radio,noun,wl13,3,448,450,71,6.309859155,6.338028169
raw,adjective,wl17b,3,501,411,76,6.592105263,5.407894737
rays,noun,wl22b,3,491,477,69,7.115942029,6.913043478
ready,adjective,wl22b,3,544,543,69,7.884057971,7.869565217
reef,noun,wl13,3,1206,1199,71,16.98591549,16.88732394
reel,noun,wl13,3,331,329,71,4.661971831,4.633802817
referee,noun,wl20b,3,370,371,96,3.854166667,3.864583333
relationship,noun,wl16b,3,475,485,67,7.089552239,7.23880597
relax,verb,wl16b,3,702,707,67,10.47761194,10.55223881
reliable,adjective,wl25a,3,333,333,64,5.203125,5.203125
religion,noun,wl13,3,900,913,71,12.67605634,12.85915493
rental,adjective,wl20a,3,349,352,60,5.816666667,5.866666667
retort,noun,wl18b,3,333,318,87,3.827586207,3.655172414
rhyme,noun,wl20b,3,730,740,96,7.604166667,7.708333333
ribbon,noun,wl12,3,359,357,76,4.723684211,4.697368421
ridiculous,adjective,wl22a,3,352,353,60,5.866666667,5.883333333
right,adjective,wl22a,3,803,765,60,13.38333333,12.75
river,noun,wl16a,3,1152,842,67,17.19402985,12.56716418
rocket,noun,wl16a,3,968,957,67,14.44776119,14.28358209
room,noun,wl12,3,496,496,76,6.526315789,6.526315789
rose,noun,wl16b,3,1056,1063,67,15.76119403,15.86567164
roses,noun,wl22b,3,1006,1016,69,14.57971014,14.72463768
rot,noun,wl16a,3,574,573,67,8.567164179,8.552238806
rotten,adjective,wl18b,3,828,832,87,9.517241379,9.563218391
rough,adjective,wl21a,3,637,625,68,9.367647059,9.191176471
round,adjective,wl24a,3,577,587,67,8.611940299,8.76119403
rude,adjective,wl16b,3,695,700,67,10.37313433,10.44776119
rules,noun,wl21a,3,995,984,68,14.63235294,14.47058824
russia,noun,wl24b,3,572,578,60,9.533333333,9.633333333
sad,adjective,wl22a,3,642,642,60,10.7,10.7
safe,adjective,wl24a,3,865,874,67,12.91044776,13.04477612
salad,noun,wl21a,3,1038,1014,68,15.26470588,14.91176471
sale,noun,wl18b,3,936,932,87,10.75862069,10.71264368
salt,noun,wl18a,3,1419,1399,87,16.31034483,16.08045977
same,adjective,wl17a,3,658,642,76,8.657894737,8.447368421
sample,noun,wl18a,3,1215,1202,87,13.96551724,13.81609195
sand,noun,wl26a,3,557,513,60,9.283333333,8.55
sandwich,noun,wl20a,3,929,940,60,15.48333333,15.66666667
sauce,noun,wl15b,3,1106,1101,93,11.89247312,11.83870968
save,verb,wl21a,3,712,694,68,10.47058824,10.20588235
scare,verb,wl12,3,347,347,76,4.565789474,4.565789474
scared,verb,wl23b,3,697,700,71,9.816901408,9.85915493
school,noun,wl24a,3,975,998,67,14.55223881,14.89552239
science,noun,wl15a,3,1400,1401,96,14.58333333,14.59375
scientist,noun,wl12,3,451,456,76,5.934210526,6
sea,noun,wl20a,3,985,978,60,16.41666667,16.3
seatbelt,noun,wl23b,3,941,947,71,13.25352113,13.33802817
secret,adjective,wl11,3,386,395,71,5.436619718,5.563380282
seek,verb,wl18b,3,684,682,87,7.862068966,7.83908046
self,noun,wl24b,3,465,466,60,7.75,7.766666667
senate,noun,wl26a,3,536,497,60,8.933333333,8.283333333
separate,adjective,wl16b,3,602,605,67,8.985074627,9.029850746
seven,other,wl23a,3,751,742,67,11.20895522,11.07462687
sex,noun,wl26a,3,602,526,60,10.03333333,8.766666667
shake,verb,wl13,3,358,358,71,5.042253521,5.042253521
shallow,adjective,wl15a,3,1084,1089,96,11.29166667,11.34375
shame,noun,wl15a,3,983,994,96,10.23958333,10.35416667
shark,noun,wl15b,3,1325,1336,93,14.24731183,14.3655914
sharp,adjective,wl16a,3,630,611,67,9.402985075,9.119402985
shirt,noun,wl11,3,412,413,71,5.802816901,5.816901408
shock,noun,wl15b,3,954,952,93,10.25806452,10.23655914
shoelace,noun,wl11,3,453,454,71,6.38028169,6.394366197
shoot,verb,wl22a,3,730,725,60,12.16666667,12.08333333
shopping,noun,wl22a,3,840,841,60,14,14.01666667
short,adjective,wl12,3,341,342,76,4.486842105,4.5
shot,noun,wl12,3,460,448,76,6.052631579,5.894736842
show,verb,wl24a,3,712,714,67,10.62686567,10.65671642
shower,noun,wl18a,3,1478,1385,87,16.98850575,15.91954023
sick,adjective,wl18b,3,1020,1028,87,11.72413793,11.81609195
sight,noun,wl22b,3,825,829,69,11.95652174,12.01449275
silk,noun,wl25b,3,612,600,66,9.272727273,9.090909091
similar,adjective,wl20b,3,933,927,96,9.71875,9.65625
situation,noun,wl18a,3,1037,1045,87,11.91954023,12.01149425
six,other,wl21b,3,790,791,76,10.39473684,10.40789474
skill,noun,wl23a,3,743,752,67,11.08955224,11.2238806
skinny,adjective,wl24a,3,721,737,67,10.76119403,11
slide,noun,wl13,3,328,326,71,4.61971831,4.591549296
slippery,adjective,wl22a,3,571,573,60,9.516666667,9.55
slow,adjective,wl20b,3,1194,1181,96,12.4375,12.30208333
sly,adjective,wl12,3,288,286,76,3.789473684,3.763157895
smudge,noun,wl12,3,313,313,76,4.118421053,4.118421053
snail,noun,wl16a,3,927,926,67,13.8358209,13.82089552
snake,noun,wl22b,3,1115,1122,69,16.15942029,16.26086957
soap,noun,wl17b,3,1097,1099,76,14.43421053,14.46052632
