word_1,word_2,distance
hurry,quick,0.317548
hurt,lash,0.700118
husband,loyalty,0.788653
hypnotize,pendulum,0.790722
ice,blender,0.767061
id,identity,0.521958
idea,scheme,0.770661
idiot,jerk,0.472579
ignore,respond,0.633153
ill,remedy,0.876415
illegal,drugs,0.551579
immature,juvenile,0.591517
important,income,0.987044
in,drive,0.711822
increase,multiply,0.74225
independent,depend,0.924216
indian,brave,0.73906
indoors,inside,0.681536
inferior,interior,0.912547
inhale,intake,0.798547
innocent,naive,0.514384
insane,abnormal,0.726013
instrument,horn,0.729601
insurance,title,0.908155
iron,wrinkle,0.907763
irregular,unusual,0.593869
irritating,obnoxious,0.49315
island,inlet,0.761325
it,fix,0.518805
italian,sausage,0.685201
itch,wool,0.846017
item,breakable,0.823532
jacket,sweater,0.414015
jail,suspect,0.679429
jane,doe,0.548967
jeans,fade,0.842569
jelly,mint,0.700879
jesus,faith,0.597226
jewish,christian,0.563782
job,payment,0.774927
jogger,swimmer,0.700539
join,combine,0.706145
joke,amuse,0.714084
journey,adventure,0.535119
judge,evaluate,0.834001
juice,beetle,0.816563
jump,ski,0.715155
jungle,ape,0.646655
juvenile,adolescent,0.606574
keep,storage,0.790019
keeper,shop,0.72178
ketchup,relish,0.762244
key,piano,0.704603
kidnap,capture,0.638161
kids,playing,0.646
kill,revenge,0.4583
killer,convict,0.597318
kind,brand,0.824321
king,chess,0.753812
kiss,romance,0.586697
kitchen,stove,0.533385
klutz,graceful,0.835639
knee,bruise,0.676067
knife,dull,0.863501
knight,sword,0.604914
knit,sew,0.606925
know,think,0.164237
knowledge,curiosity,0.725578
lace,shoe,0.660996
ladder,rope,0.496739
lady,fat,0.725342
lake,otter,0.798466
lamb,ewe,0.575246
land,geology,0.873889
language,sign,0.796274
large,vocabulary,0.983911
last,final,0.579461
late,soon,0.455047
later,immediate,0.83347
laugh,joker,0.6729
law,lawsuit,0.772688
lawn,grass,0.470844
lawsuit,lawyer,0.536121
lawyer,professional,0.689419
layer,brick,0.822558
leader,chief,0.635154
leaf,branch,0.739059
learn,university,0.86419
leather,boots,0.541208
leave,go,0.324804
leaves,bush,0.800441
ledge,cliff,0.51691
left,margin,0.88211
leg,hem,0.803239
legend,mythology,0.52005
legs,shorts,0.668191
lemon,sour,0.641238
lend,owe,0.529132
length,height,0.503192
less,spine,0.975637
lesson,fable,0.72823
let,permit,0.677101
letter,word,0.568833
letters,scrambled,0.871254
lettuce,iceberg,0.760626
liar,politician,0.646586
liberty,bell,0.761638
lid,stopper,0.729981
lie,belief,0.815981
life,enjoy,0.65011
light,reflect,0.819035
lightning,storm,0.55005
like,fancy,0.558388
line,shore,0.757292
lion,cougar,0.689329
listen,record,0.799284
little,small,0.537835
live,alive,0.572053
load,burden,0.60645
lobster,shrimp,0.509116
lock,vault,0.645335
log,wood,0.752622
lonely,poor,0.576873
long,hours,0.496951
look,perceive,0.77105
looks,appeal,0.901399
loose,replace,0.752354
lose,forget,0.504561
loser,victor,0.713688
lost,maze,0.746175
lot,amount,0.713373
lots,ton,0.806227
loud,microphone,0.649375
love,valentine,0.605838
loving,gentle,0.483905
low,minimum,0.736205
luck,rich,0.796915
luggage,suitcase,0.347661
lunch,picnic,0.499084
machine,copy,0.813762
mad,insane,0.356818
magazine,newsstand,0.47051
magic,spell,0.444829
maid,apron,0.664156
mail,package,0.745832
major,important,0.721274
make,creation,0.882262
maker,producer,0.716432
male,dominant,0.548161
mall,purchase,0.8422
man,male,0.702977
manners,decency,0.576721
many,much,0.578507
map,almanac,0.859568
marker,channel,0.923963
market,flea,0.630259
marriage,announce,0.843451
marry,wife,0.524353
massage,therapy,0.551776
material,fabric,0.634476
math,integrate,0.904442
maybe,unsure,0.723924
maze,pattern,0.799463
me,super,0.749422
mean,ignore,0.680489
meaning,essence,0.662112
meat,bologna,0.826888
medicine,excedrin,0.656614
meet,greet,0.51578
meeting,gathering,0.710438
men,marines,0.666074
messy,careless,0.75246
metal,grate,0.720603
middle,core,0.864806
mile,yard,0.680136
milk,cream,0.539796
mind,creative,0.843039
mine,belong,0.510682
minimum,wage,0.55679
minor,asia,0.743156
minus,negative,0.703019
minute,second,0.394627
mirror,image,0.607674
mist,haze,0.456671
mistake,apology,0.595601
misunderstand,understand,0.537151
mix,match,0.806697
mixture,compound,0.723303
mob,crowd,0.618833
modern,ancient,0.532834
mold,jello,0.812074
mom,grandparents,0.535504
money,occupation,0.914912
monk,friar,0.608069
monkey,wrench,0.645385
monster,phantom,0.65014
monthly,daily,0.591637
moon,sunset,0.609456
more,another,0.546415
morning,alarm,0.754663
most,majority,0.736779
motel,roach,0.75661
mother,brother,0.388586
motion,physics,0.788969
motorcycle,harley,0.520766
mountain,rocks,0.598047
mountains,heights,0.71435
mouse,click,0.770694
mouth,spit,0.513519
move,swift,0.841831
movement,backward,0.800653
movie,twister,0.77668
mud,stuck,0.663865
multiply,subtract,0.511297
murder,attempt,0.764683
murderer,victim,0.49055
muscle,athlete,0.68881
music,underground,0.825165
mustache,disguise,0.70578
nail,remover,0.649205
naked,party,0.733688
name,designer,0.828065
narrow,straight,0.599596
nature,environment,0.638396
navy,officer,0.617325
near,close,0.567345
neat,interesting,0.653708
neck,glands,0.732318
necklace,jewelry,0.421867
need,help,0.352239
needle,physician,0.811315
negative,not,0.797417
neighborhood,suburb,0.658132
nephew,cousin,0.405506
nervous,interview,0.75908
neuron,nerve,0.647548
neutron,atom,0.609606
never,once,0.325122
new,meet,0.7227
news,network,0.779457
newspaper,advertisement,0.543527
newton,gravity,0.666173
nice,evil,0.777093
night,bat,0.775151
no,haircut,0.729532
noise,hearing,0.628472
none,wealth,0.815771
noodles,macaroni,0.619102
normal,sober,0.748526
nose,feature,0.957641
not,ready,0.489623
note,letter,0.496248
nothing,worth,0.62069
novel,author,0.586792
novice,expert,0.687739
now,due,0.738795
number,identification,0.738015
nun,habit,0.683001
nurse,patient,0.395401
nut,crunchy,0.65262
object,material,0.762954
obsession,lust,0.592658
obstacle,impediment,0.546169
ocean,sponge,0.747628
octopus,eight,0.812952
odd,unique,0.803093
off,flick,0.6763
offense,federal,0.656075
office,oval,0.801684
often,sometimes,0.318619
oil,quart,0.827172
okay,stable,0.791536
old,veteran,0.720392
on,lit,0.790832
once,annual,0.953908
one,moment,0.555229
onion,garlic,0.422029
open,option,0.849207
opening,cave,0.88159
operation,scalpel,0.723861
orange,tiger,0.847797
order,disorder,0.819238
organize,rearrange,0.677833
orgasm,erupt,0.812991
out,dine,0.851207
outdoors,nature,0.741633
oven,refrigerator,0.620997
owl,wisdom,0.829272
own,keep,0.64354
owner,slave,0.717932
oxygen,nitrogen,0.473426
oyster,pearl,0.641925
package,deliver,0.647176
pain,loud,0.817207
paint,portray,0.757647
painting,drawing,0.546783
pan,dust,0.832739
pancakes,stack,0.755104
pants,cuff,0.615212
paper,research,0.897553
parent,respect,0.890079
park,avenue,0.589398
part,unit,0.767923
partner,companion,0.766754
parts,spare,0.67557
party,carnival,0.677687
pass,exam,0.556911
past,memory,0.636874
path,walkway,0.688215
patience,virtue,0.632535
patient,nurse,0.395401
pavement,driveway,0.604718
peace,dove,0.737174
peach,pear,0.567326
peak,pike,0.804184
peanut,elephant,0.830627
pen,eraser,0.570342
pencil,paper,0.517506
penny,fountain,0.806609
people,real,0.603178
pepper,spicy,0.643861
pepsi,soda,0.639128
perfect,meticulous,0.775682
perfume,scent,0.398869
period,sentence,0.738435
person,clerk,0.855907
personality,style,0.71731
persuade,influence,0.71709
phone,dime,0.761916
piano,ivory,0.843837
pick,ice,0.739435
picket,strike,0.577837
pickles,barrel,0.874607
picture,wall,0.692846
pie,blueberry,0.568662
piece,sliver,0.659716
pig,squeal,0.581646
pill,sedative,0.609496
pilot,aircraft,0.467582
pimple,freckle,0.48623
pizza,crust,0.762018
place,people,0.588867
plain,buffalo,0.866959
plan,budget,0.758935
plane,luggage,0.60261
planet,comet,0.576879
planets,galaxy,0.380655
plant,orchid,0.685432
plastic,metal,0.596319
plate,bowl,0.604885
play,band,0.618982
plead,beggar,0.816499
pledge,salute,0.700434
plug,socket,0.56828
plus,addition,0.711098
poem,poetry,0.31422
poetry,literature,0.549132
point,steeple,0.958034
poison,intoxicate,0.56494
poker,ace,0.679721
police,sting,0.898024
polish,nail,0.582508
polite,rude,0.365127
politics,senator,0.745787
pool,algae,0.783315
poor,fortune,0.683213
positive,yes,0.847491
pot,boil,0.631526
potato,chips,0.526969
pound,beat,0.732674
power,will,0.756904
precise,accurate,0.413735
prejudice,pride,0.583606
present,attendance,0.85696
president,vice,0.498629
pretty,looks,0.336731
preview,overview,0.79758
pride,recognition,0.824211
priest,chapel,0.608013
prince,frog,0.699693
princess,viking,0.850807
print,newspaper,0.591918
prison,inmate,0.367968
prisoner,hostage,0.56391
private,detective,0.611628
problem,financial,0.877177
prom,limousine,0.800711
promise,swear,0.32941
proof,bullet,0.65708
property,stolen,0.727589
protect,safe,0.527223
protection,seatbelt,0.864266
public,publication,0.880239
pudding,plum,0.535522
puke,gag,0.660743
pull,mule,0.775881
punishment,paddle,0.850506
purple,violent,0.945526
purpose,function,0.690291
purse,bookbag,0.694388
push,button,0.467214
puzzle,stump,0.895794
pyramid,sphinx,0.555095
quack,duck,0.432632
quart,gallon,0.570384
queen,dragon,0.722873
question,response,0.708193
questions,unsolved,0.749653
quick,instant,0.633593
quiet,still,0.627326
rabbit,furry,0.631457
race,bias,0.864938
radio,communication,0.652342
rain,wind,0.508649
rare,medium,0.703323
rat,mousse,0.809032
rattle,snake,0.6687
raw,cook,0.653943
reaction,stimulus,0.724915
read,novel,0.55145
ready,willing,0.613772
real,ideal,0.816265
reason,factor,0.767871
recipe,precipice,0.955284
record,tape,0.569376
red,code,0.70727
reef,barrier,0.569196
reel,fishing,0.657889
referee,umpire,0.428645
refrigerator,freezer,0.407498
refuse,deny,0.5876
relationship,faithful,0.773299
relative,guest,0.788306
relax,couch,0.631516
religion,church,0.59352
remember,remind,0.463831
rent,mortgage,0.588533
repeat,clarify,0.791116
reptile,scales,0.899348
republican,politics,0.617262
restaurant,pub,0.634429
rhyme,rap,0.662804
ribs,barbecue,0.699197
rice,chinese,0.650571
rich,million,0.656279
ride,saddle,0.514325
ridiculous,nonsense,0.469832
right,veer,0.729929
rights,equal,0.732771
ring,buzz,0.771653
rip,tears,0.783501
river,alligator,0.709935
road,curved,0.924836
robbery,burglar,0.560732
rock,mineral,0.808662
rocket,missile,0.535743
rocks,gavel,0.792767
roof,tar,0.886031
room,isolated,0.871209
rope,jumpy,0.766814
rose,bloom,0.579224
roses,bud,0.686309
rot,erode,0.862445
rotten,molten,0.885146
rough,bully,0.764124
round,checkers,0.88977
rude,blunt,0.806104
rug,fray,0.956516
rule,cardinal,0.814731
ruler,emperor,0.481482
rules,authority,0.83841
run,gallop,0.719368
russia,enemy,0.720331
sad,angry,0.477656
safe,dangerous,0.52332
salad,potato,0.575362
sale,cheap,0.697279
salt,dissolve,0.758053
same,duplicate,0.762244
sample,portion,0.804443
sand,shovel,0.667941
sandwich,tuna,0.496457
santa,christmas,0.500101
satin,sheets,0.713988
sauce,mild,0.865667
saucer,plate,0.698868
save,reservation,0.875881
saw,skill,0.941608
say,express,0.758928
scare,bravery,0.854486
scared,darkness,0.679919
scary,grizzly,0.708426
schedule,criterion,0.908849
school,scholarship,0.519732
science,scientist,0.44823
scientist,experiment,0.52261
scissors,clippers,0.545398
scratch,belly,0.787713
sea,sailor,0.583143
search,seek,0.787263
seatbelt,buckle,0.63834
second,split,0.648168
secret,formula,0.728217
secretary,executive,0.65077
secure,protect,0.612683
security,guard,0.490721
see,vision,0.766886
seek,search,0.787263
self,solo,0.874751
sell,ad,0.868316
seller,owner,0.704156
senate,legislature,0.452961
sentence,period,0.738435
separate,division,0.818424
service,customer,0.619251
seven,touchdown,0.746026
sew,spool,0.827856
sex,chromosomes,0.724339
sexy,nightgown,0.586575
shake,shiver,0.62747
shallow,depth,0.587944
shame,pity,0.370826
shampoo,hair,0.586296
shape,geometry,0.680107
shark,loan,0.642964
sharp,pin,0.711198
shave,legs,0.667025
she,her,0.132889
sheep,ram,0.704521
sheets,covered,0.676132
shell,snail,0.666272
shine,new,0.851261
ship,port,0.536246
shirt,stripes,0.590768
shock,surprise,0.568552
shoe,box,0.660784
shoelace,knot,0.610196
shoes,canvas,0.842723
shoot,range,0.79858
shop,bagel,0.605931
shopping,spend,0.726152
short,sleeve,0.793801
shot,shoot,0.269664
shove,pull,0.540427
shovel,scoop,0.663656
show,appear,0.703448
shower,meteor,0.584148
shy,sensitive,0.542913
sick,well,0.534641
sight,eyes,0.513695
sign,traffic,0.878031
silk,satan,0.943726
silly,foolish,0.369113
similar,differ,0.617394
simple,complicated,0.375944
sing,harmony,0.672264
sink,ship,0.660845
sister,annoy,0.846731
sit,stool,0.676193
situation,tense,0.60217
six,pack,0.661053
ski,snow,0.533388
skill,talent,0.464082
skin,smooth,0.622079
skinny,slender,0.595046
sky,rocket,0.717453
slave,bondage,0.601044
sleep,motel,0.748228
slide,playground,0.777532
slip,deposit,0.7399
slippery,vaseline,0.748413
slow,hurry,0.570648
slut,virgin,0.554907
sly,sty,0.922953
small,thin,0.743011
smart,teacher,0.695596
smash,break,0.51314
smell,sneakers,0.778986
smile,beam,0.810474
smoke,fumes,0.544158
smooth,flow,0.738031
smudge,blot,0.672944
snail,crawl,0.778657
snake,poison,0.58081
sneeze,flu,0.708562
snob,cheerleader,0.871165
snow,cold,0.542163
soap,laundry,0.620468
society,economy,0.708928
socket,plug,0.56828
soda,slice,0.775605
soft,caress,0.559241
something,say,0.403646
son,junior,0.650593
song,chorus,0.49248
soprano,tenor,0.447201
sorority,chapter,0.847153
sorrow,remorse,0.488612
sorry,empathy,0.840084
sound,sonic,0.693897
soup,stew,0.388624
sour,taste,0.537602
south,mexico,0.700963
space,astrology,0.928837
spaghetti,aroma,0.936068
span,bridge,0.782024
spanish,latin,0.502931
speak,reply,0.759959
specific,distinct,0.674508
speech,conversation,0.71188
speed,vehicle,0.722846
spice,parsley,0.786036
spider,bug,0.616564
spill,overflow,0.791422
spinach,broccoli,0.467103
spine,cactus,0.905714
spit,suck,0.506401
spoiled,rotten,0.550436
spoon,stir,0.691138
sport,wrestling,0.641371
sports,referee,0.81654
spot,spotless,0.763924
spread,gather,0.668802
spring,autumn,0.284615
square,bouillon,0.850917
squirrel,raccoon,0.572481
stack,hay,0.739563
staff,personnel,0.445278
stage,platform,0.859161
stain,mildew,0.67803
stair,elevator,0.582026
stairs,stairway,0.473053
stamp,collect,0.775605
staple,paperclip,0.893304
star,meteorite,0.75364
stare,watch,0.618127
start,end,0.527099
state,city,0.637081
states,southern,0.71556
station,train,0.433528
stay,move,0.377107
steak,veal,0.479917
steal,obtain,0.731549
steel,industry,0.786296
stick,attach,0.724485
sticky,goo,0.719729
stiff,cardboard,0.790155
still,silent,0.662534
sting,hornet,0.799386
stomach,nauseous,0.530674
stone,stick,0.809612
stop,warning,0.699375
storage,trunk,0.714347
store,sales,0.713247
storm,tropical,0.682658
story,fairy,0.689562
stove,kettle,0.612644
straight,ruler,0.844089
strange,behavior,0.780082
strap,belt,0.582787
straw,sip,0.780936
strawberry,festival,0.850054
stream,canal,0.880876
street,cross,0.807273
strength,force,0.622425
stress,crisis,0.760419
strict,lenient,0.617231
string,strand,0.805233
stripe,solid,0.871686
strong,muscle,0.727846
student,serious,0.766305
study,desk,0.857807
stupid,clever,0.519701
style,modern,0.645681
subject,object,0.747798
submarine,vessel,0.596874
subtract,difference,0.792606
succeed,achieve,0.504388
success,achievement,0.520151
suffocate,drown,0.60004
sugar,maple,0.785391
summary,plot,0.830969
summer,hotter,0.666258
sun,florida,0.82752
sunday,palm,0.85455
sunset,dusk,0.517372
superior,excellent,0.63493
superman,courageous,0.866625
supper,diner,0.67472
surgery,surgeon,0.274964
swallow,chew,0.541955
swamp,lagoon,0.622946
swear,curse,0.612544
sweat,running,0.684553
sweet,goodness,0.596889
swing,hinge,0.735574
sword,dagger,0.433133
sympathetic,understanding,0.74147
sympathy,compassion,0.489084
syrup,sap,0.799328
system,process,0.649669
table,seat,0.59743
tag,follow,0.908656
tail,caboose,0.764876
take,possess,0.810042
talk,rumor,0.745993
talking,refrain,0.86181
tall,building,0.768877
tan,pale,0.678865
tantrum,fit,0.873576
tape,transparent,0.897517
tart,raspberry,0.670068
taste,savior,0.882855
tasty,yummy,0.434102
tax,property,0.762386
taxi,bus,0.390652
tea,pitcher,0.840565
teach,professor,0.721296
teacher,supervisor,0.712793
team,crew,0.594941
tear,fold,0.754804
tears,grief,0.571802
teeth,vampire,0.757941
telephone,cord,0.792838
television,set,0.817818
tell,command,0.826895
temperature,gauge,0.842482
temple,synagogue,0.611309
ten,toes,0.804904
tennis,player,0.591971
tense,relax,0.547088
tent,revival,0.887724
terrible,worst,0.460657
test,question,0.667642
thanks,compliment,0.700143
thaw,freeze,0.526588
then,till,0.386563
theory,prove,0.633233
there,presence,0.81167
thief,rob,0.612473
thin,frail,0.710862
thing,some,0.564092
think,remember,0.450088
thirst,juice,0.764909
thirsty,oasis,0.844917
thought,abstract,0.94462
thousand,several,0.576599
thread,seam,0.754528
three,third,0.615459
throw,dart,0.811874
thumb,thimble,0.698125
thunder,rain,0.569314
thursday,wed,0.846804
ticket,cop,0.698837
tie,string,0.603427
tiger,leopard,0.509911
tight,security,0.795078
tighten,clench,0.629273
tile,roof,0.597388
time,thought,0.483209
tire,pump,0.764363
tired,drowsy,0.582489
tissue,handkerchief,0.76231
title,name,0.659198
toast,muffin,0.693143
toe,heel,0.489446
toes,fingers,0.417431
together,engage,0.899496
tomato,squash,0.690188
tongue,lip,0.59226
tonic,vodka,0.585345
tool,clamp,0.779021
toothbrush,hygiene,0.74309
toothpaste,aim,0.996011
top,mountain,0.752923
tornado,catastrophe,0.836609
touch,brush,0.695402
towel,bath,0.525371
town,rural,0.750239
toy,wagon,0.743826
trade,craft,0.745916
trailer,hitch,0.600964
train,transportation,0.690783
trait,personality,0.509226
trash,stuff,0.556908
treat,tasty,0.615792
tree,ornament,0.770214
trees,graft,0.875216
trick,deceit,0.728506
trip,stumble,0.787126
trophy,plaque,0.662173
trouble,difficulty,0.575418
true,loyal,0.708076
truth,untruthful,0.5829
try,diligence,0.932655
tuesday,today,0.561261
tumble,gymnast,0.891869
tupperware,plastic,0.606807
turn,over,0.556227
turtle,hare,0.828247
twelve,jury,0.853388
two,terrible,0.741465
ugly,mean,0.547986
uncle,nephew,0.399017
unclear,obscure,0.658723
uncommon,rare,0.443287
under,tunnel,0.767995
understand,accept,0.553681
unemployment,employment,0.51564
unfair,unequal,0.655278
unknown,undecided,0.763214
unusual,odd,0.407762
up,hung,0.657729
upstairs,attic,0.510665
usa,president,0.825305
vacation,resort,0.615783
valuable,priceless,0.435587
value,gold,0.760494
values,moral,0.65624
vanish,disintegrate,0.691692
vault,bank,0.574527
vegetable,cabbage,0.562049
vegetables,soup,0.586306
vein,blood,0.68312
verb,action,0.890154
view,optimistic,0.869957
vine,ivy,0.753156
violin,orchestra,0.490254
virgin,innocent,0.688341
virtue,honesty,0.634785
vision,sight,0.60591
volcano,inferno,0.715028
vomit,nausea,0.631662
wagon,wheel,0.632271
wait,line,0.661004
waiter,chef,0.517785
walk,leg,0.666107
walkway,sidewalk,0.625651
wall,ceiling,0.541509
wander,concentrate,0.757945
want,urge,0.617931
war,history,0.719016
warm,radiator,0.770704
wash,soak,0.541239
washer,fluid,0.778693
washington,monument,0.826492
watch,tend,0.771479
water,upstream,0.683841
way,stair,0.839085
weak,fragile,0.601043
wear,pants,0.514456
weather,rainy,0.530366
weave,yarn,0.523677
web,cob,0.941842
wedding,marriage,0.384817
wednesday,tomorrow,0.473395
weekend,sunday,0.454637
weight,heavy,0.633921
weird,uncommon,0.741245
welcome,mat,0.849235
west,south,0.264867
wet,liquid,0.745885
whale,blubber,0.508931
what,deaf,0.676055
wheat,rye,0.69473
wheelchair,invalid,0.81565
when,why,0.412551
where,what,0.341063
whine,fuss,0.823326
white,sheet,0.736568
who,how,0.482928
whole,part,0.4977
why,cause,0.449934
wide,span,0.824286
wife,mate,0.768149
wild,rebel,0.793225
willing,eager,0.558857
wimp,weak,0.730564
win,game,0.474531
wind,trade,0.847327
window,screen,0.6848
wine,vine,0.675705
winner,victory,0.664734
winter,fireplace,0.762963
wire,cage,0.681845
wolf,fangs,0.602784
woman,young,0.462456
women,sorority,0.647379
wonder,awe,0.667132
wood,ax,0.784609
wool,cotton,0.431943
words,grammar,0.723634
work,study,0.646538
worker,mason,0.850444
workout,weights,0.640476
world,around,0.657359
worm,bait,0.6149
worry,unhappy,0.652457
worst,greatest,0.542298
wound,stitch,0.71178
write,chalkboard,0.726946
writer,editor,0.528102
writing,english,0.769444
wrong,way,0.445481
yard,meter,0.719748
year,week,0.383121
yell,call,0.656541
yellow,dandelion,0.786928
yes,approval,0.915147
you,bless,0.642042
young,braces,0.853157
yours,fault,0.543703
zero,less,0.754153
zit,crater,0.781488
zone,forbidden,0.723082
zoo,giraffe,0.553987
